player_id,name,position,team,month,weighted_total,games_in_month,raw_grit_per_game
8448208,Jaromir Jagr,R,FLA,2016-04,50.5,6,8.4167
8464977,Dainius Zubrus,C,SJS,2016-05,179.5,10,17.95
8464977,Dainius Zubrus,C,SJS,2016-06,63.0,4,15.75
8464989,Matt Cullen,C,PIT,2016-04,175.0,7,25.0
8464989,Matt Cullen,C,PIT,2016-05,256.0,12,21.3333
8464989,Matt Cullen,C,PIT,2016-06,95.0,5,19.0
8465058,Michal Rozsival,D,CHI,2016-04,80.5,4,20.125
8465978,Shawn Thornton,L,FLA,2016-04,55.0,4,13.75
8466138,Joe Thornton,C,SJS,2016-04,89.5,6,14.9167
8466138,Joe Thornton,C,SJS,2016-05,194.5,13,14.9615
8466138,Joe Thornton,C,SJS,2016-06,47.5,5,9.5
8466139,Patrick Marleau,C,SJS,2016-04,88.5,6,14.75
8466139,Patrick Marleau,C,SJS,2016-05,186.0,13,14.3077
8466139,Patrick Marleau,C,SJS,2016-06,54.5,5,10.9
8466141,Roberto Luongo,G,FLA,2016-04,-7.5,0,0.0
8466148,Marian Hossa,R,CHI,2016-04,70.5,7,10.0714
8466251,Jason Chimera,L,WSH,2016-04,95.0,8,11.875
8466251,Jason Chimera,L,WSH,2016-05,50.5,4,12.625
8466285,Brian Campbell,D,FLA,2016-04,102.0,6,17.0
8467096,Dan Boyle,D,NYR,2016-04,26.5,4,6.625
8467329,Vincent Lecavalier,C,LAK,2016-04,90.0,5,18.0
8467370,Mike Fisher,C,NSH,2016-04,129.0,8,16.125
8467370,Mike Fisher,C,NSH,2016-05,176.5,6,29.4167
8467371,Mike Ribeiro,C,NSH,2016-04,53.5,8,6.6875
8467371,Mike Ribeiro,C,NSH,2016-05,42.0,4,10.5
8467389,Brad Richards,C,DET,2016-04,21.5,5,4.3
8467423,Shawn Horcoff,C,ANA,2016-04,57.0,5,11.4
8467452,Rob Scuderi,D,LAK,2016-04,22.0,5,4.4
8467514,Pavel Datsyuk,C,DET,2016-04,76.5,5,15.3
8467890,Barret Jackman,D,NSH,2016-04,121.5,8,15.1875
8467890,Barret Jackman,D,NSH,2016-05,70.0,6,11.6667
8468001,Derek MacKenzie,C,FLA,2016-04,133.0,6,22.1667
8468083,Henrik Zetterberg,L,DET,2016-04,94.5,5,18.9
8468208,Joel Ward,R,SJS,2016-04,119.0,6,19.8333
8468208,Joel Ward,R,SJS,2016-05,186.5,13,14.3462
8468208,Joel Ward,R,SJS,2016-06,86.0,5,17.2
