player_id,name,position,team,games_played,toi_min,weighted_total,raw_grit_per_60,grit_per_game,grit_z_pos,grit_z_vol,grit_z_blend,raw_blocked_shots,raw_blocked_shots_hd,raw_blocked_shots_non_hd,raw_crease_goals,raw_dz_faceoff_wins,raw_fighting_majors,raw_giveaways_dz,raw_giveaways_nz,raw_giveaways_oz,raw_hits_taken,raw_hits_thrown,raw_penalties_drawn,raw_physical_minors_taken,raw_takeaways_high_danger,raw_takeaways_other
8477479,Tyler Bertuzzi,L,TOR,7,130.1,147.0,67.79400461183705,21.0,0.22330324724019116,1.2885856253672636,0.5428879606783129,6,3,3,0,0,0,0,0,6,19,22,4,1,0,2
8478443,Brandon Carlo,D,BOS,13,258.8,244.5,56.68469860896445,18.807692307692307,0.049590368244612174,0.25895198354118315,0.11239885283358345,24,17,7,0,0,0,8,0,0,40,34,0,1,0,4
8479318,Auston Matthews,C,TOR,5,99.4,149.5,90.2414486921529,29.9,0.6898100107532886,1.7812833109441766,1.017252000810555,6,4,2,1,9,0,0,0,1,3,26,2,0,0,3
8478498,Jake DeBrusk,L,BOS,13,234.1,283.0,72.53310551046562,21.76923076923077,0.39341831423483326,1.4349771704029606,0.7058859710852714,16,4,12,2,0,0,3,0,1,31,53,2,0,0,1
8475166,John Tavares,C,TOR,7,133.4,253.0,113.79310344827586,36.142857142857146,1.5003784755056038,2.662672850077636,1.8490667878772133,8,6,2,0,33,0,0,0,4,20,34,2,0,0,7
8479325,Charlie McAvoy,D,BOS,13,332.6,432.5,78.02164762477449,33.26923076923077,0.9971111637220419,2.644316324847358,1.4912727120596365,34,26,8,0,0,0,14,3,3,74,53,8,4,0,4
8482720,Matthew Knies,L,TOR,7,105.6,162.0,92.04545454545455,23.142857142857142,1.0938348350712133,1.6963906436809906,1.2746015776541464,11,6,5,2,0,0,3,0,2,25,23,0,0,0,2
8477956,David Pastrnak,R,BOS,13,255.5,198.0,46.49706457925636,15.23076923076923,-0.5411730654443034,0.19064903759953647,-0.3216264345311515,9,1,8,1,0,1,2,3,10,35,26,4,1,0,4
8479987,Morgan Geekie,C,BOS,13,216.5,261.0,72.33256351039262,20.076923076923077,0.07344662917684333,0.39442517147683154,0.1697401918668398,7,2,5,1,20,0,1,0,3,43,32,1,2,1,5
8481582,Nicholas Robertson,L,TOR,6,58.8,33.5,34.183673469387756,5.583333333333333,-0.9831753351559919,-1.645344923056496,-1.181826211526143,1,0,1,0,0,0,0,0,1,7,6,0,0,0,1
8471817,Ryan Reaves,R,TOR,5,39.4,85.5,130.2030456852792,17.1,2.4635421512804747,0.5463804920362805,1.8883936535072163,0,0,0,0,0,0,0,0,0,5,26,0,0,0,0
8476854,Hampus Lindholm,D,BOS,13,290.4,180.0,37.1900826446281,13.846153846153847,-0.8161170022125286,-0.5594309952580097,-0.7391112001261729,21,14,7,0,0,0,11,1,4,44,14,1,3,0,1
8479369,Andrew Peeke,D,BOS,6,88.5,84.0,56.949152542372886,14.0,0.06133410916861329,-0.5340547788611355,-0.11728255724031135,9,5,4,0,0,0,0,0,0,17,7,0,1,0,0
8480980,Connor Dewar,C,TOR,6,67.0,75.0,67.16417910447761,12.5,-0.10443171765410242,-0.6753127043065162,-0.27569601364982654,2,0,2,0,0,0,1,1,1,12,14,1,0,1,2
8480144,David Kampf,C,TOR,7,93.5,120.5,77.32620320855615,17.214285714285715,0.24531085296835048,-0.009732503130219936,0.16879784613877932,0,0,0,0,28,0,1,0,1,16,13,0,0,0,2
8476931,Jake McCabe,D,TOR,7,149.8,164.0,65.68758344459279,23.428571428571427,0.44938607449696655,1.0211447688901547,0.6209136828149229,13,8,5,0,0,0,7,1,0,28,22,0,2,2,5
8475745,Charlie Coyle,C,BOS,13,244.6,495.5,121.545380212592,38.11538461538461,1.7671856761144324,2.9411615356514003,2.119378433975523,29,4,25,1,56,0,1,0,2,30,59,5,4,1,5
8473419,Brad Marchand,L,BOS,11,200.8,204.0,60.95617529880478,18.545454545454547,-0.022147908277732727,0.821463513480631,0.23093551824977637,10,2,8,1,1,0,3,4,5,22,28,4,3,0,9
8478401,Pavel Zacha,C,BOS,13,235.0,164.0,41.87234042553192,12.615384615384615,-0.974891439531031,-0.6590222798022014,-0.880130691612382,4,1,3,0,23,0,4,1,2,19,25,1,0,1,2
8480043,Timothy Liljegren,D,TOR,6,107.2,94.5,52.89179104477612,15.75,-0.11884321566324405,-0.24540031734669146,-0.15681034616827827,5,3,2,0,0,0,2,1,0,30,12,0,0,0,1
8476853,Morgan Rielly,D,TOR,7,173.9,144.5,49.85623921794135,20.642857142857142,-0.2536445164276707,0.5616539934181827,-0.009054963473914712,16,5,11,0,0,0,4,1,0,36,14,0,0,2,0
8479365,Trent Frederic,C,BOS,13,174.1,277.5,95.63469270534176,21.346153846153847,0.8754272663165558,0.573619841024296,0.7848850387288777,11,2,9,0,3,0,0,1,2,39,53,1,0,2,4
8480950,Ilya Lyubushkin,D,TOR,7,115.5,148.5,77.14285714285715,21.214285714285715,0.9580862658386884,0.6559085114637156,0.8674329395261965,7,4,3,0,0,0,4,3,0,19,29,2,1,0,3
8474034,Patrick Maroon,L,BOS,13,124.6,144.0,69.34189406099519,11.076923076923077,0.2788663852649665,-0.5998653055932268,0.015246878007508485,2,0,2,0,0,0,1,3,2,15,31,1,3,1,2
8481122,Simon Benoit,D,TOR,7,119.4,191.0,95.97989949748742,27.285714285714285,1.7945924290711224,1.657362765697501,1.753423530059036,11,4,7,0,0,0,3,0,1,30,37,1,0,0,0
8476441,Joel Edmundson,D,TOR,7,130.7,157.5,72.30298393267023,22.5,0.7431595436194894,0.8679811770661642,0.7806060336534918,12,8,4,0,0,0,5,0,0,24,22,2,2,0,1
8475714,Calle Jarnkrok,C,TOR,7,97.6,59.5,36.57786885245902,8.5,-1.157109281083959,-1.240047420456101,-1.1819907228956015,3,0,3,0,1,0,0,0,1,9,8,2,0,0,0
8480003,Jesper Boqvist,C,BOS,8,79.6,113.5,85.55276381909549,14.1875,0.5284413027531216,-0.43706524593091023,0.23878933814791206,4,1,3,0,1,0,1,0,1,14,26,0,0,0,1
