player_id,name,position,team,month,weighted_total,games_in_month,raw_grit_per_game
8464989,Matt Cullen,C,PIT,2017-04,111.0,7,15.8571
8464989,Matt Cullen,C,PIT,2017-05,193.0,14,13.7857
8464989,Matt Cullen,C,PIT,2017-06,92.0,4,23.0
8465009,Zdeno Chara,D,BOS,2017-04,152.0,6,25.3333
8466138,Joe Thornton,C,SJS,2017-04,45.5,4,11.375
8466139,Patrick Marleau,C,SJS,2017-04,94.0,6,15.6667
8466148,Marian Hossa,R,CHI,2017-04,40.0,4,10.0
8466285,Brian Campbell,D,CHI,2017-04,38.5,4,9.625
8467370,Mike Fisher,C,NSH,2017-04,169.0,7,24.1429
8467370,Mike Fisher,C,NSH,2017-05,199.5,9,22.1667
8467370,Mike Fisher,C,NSH,2017-06,70.0,4,17.5
8467493,Chris Neil,R,OTT,2017-05,11.5,2,5.75
8467496,Andrei Markov,D,MTL,2017-04,71.5,6,11.9167
8467950,Craig Anderson,G,OTT,2017-04,-15.0,0,0.0
8467950,Craig Anderson,G,OTT,2017-05,-10.0,0,0.0
8467967,Chris Kelly,C,OTT,2017-04,6.5,1,6.5
8467967,Chris Kelly,C,OTT,2017-05,3.0,1,3.0
8468208,Joel Ward,R,SJS,2017-04,80.0,6,13.3333
8468309,Mark Streit,D,PIT,2017-05,29.0,3,9.6667
8468486,Scott Hartnell,L,CBJ,2017-04,30.0,4,7.5
8468493,Ron Hainsey,D,PIT,2017-04,107.0,7,15.2857
8468493,Ron Hainsey,D,PIT,2017-05,173.0,14,12.3571
8468493,Ron Hainsey,D,PIT,2017-06,43.5,4,10.875
8468498,Brooks Orpik,D,WSH,2017-04,153.5,8,19.1875
8468498,Brooks Orpik,D,WSH,2017-05,83.0,5,16.6
8468505,Steve Ott,C,MTL,2017-04,116.5,6,19.4167
8468508,Justin Williams,R,WSH,2017-04,81.0,8,10.125
8468508,Justin Williams,R,WSH,2017-05,54.5,5,10.9
8468535,Antoine Vermette,C,ANA,2017-04,93.5,7,13.3571
8468535,Antoine Vermette,C,ANA,2017-05,157.0,10,15.7
8468542,Paul Martin,D,SJS,2017-04,122.5,6,20.4167
8468575,Dominic Moore,C,BOS,2017-04,104.5,6,17.4167
8468639,John-Michael Liles,D,BOS,2017-04,34.0,6,5.6667
8468674,Deryk Engelland,D,CGY,2017-04,59.0,4,14.75
