player_id,name,position,team,month,weighted_total,games_in_month,raw_grit_per_game
8466138,Joe Thornton,C,FLA,2022-05,3.0,1,3.0
8469455,Jason Spezza,C,TOR,2022-05,41.0,5,8.2
8469608,Mike Smith,G,EDM,2022-05,-19.0,0,0.0
8469608,Mike Smith,G,EDM,2022-06,9.0,0,0.0
8470281,Duncan Keith,D,EDM,2022-05,158.5,13,12.1923
8470281,Duncan Keith,D,EDM,2022-06,13.5,3,4.5
8470594,Marc-Andre Fleury,G,MIN,2022-05,0.5,0,0.0
8470600,Ryan Suter,D,DAL,2022-05,52.0,7,7.4286
8470604,Jeff Carter,C,PIT,2022-05,166.5,7,23.7857
8470606,Dustin Brown,R,LAK,2022-05,100.5,7,14.3571
8470619,Brian Boyle,C,PIT,2022-05,64.0,6,10.6667
8470621,Corey Perry,R,TBL,2022-05,117.5,11,10.6818
8470621,Corey Perry,R,TBL,2022-06,134.0,12,11.1667
8470638,Patrice Bergeron,C,BOS,2022-05,159.0,7,22.7143
8470794,Joe Pavelski,C,DAL,2022-05,131.5,7,18.7857
8470966,Mark Giordano,D,TOR,2022-05,94.0,7,13.4286
8471214,Alex Ovechkin,L,WSH,2022-05,117.5,6,19.5833
8471215,Evgeni Malkin,C,PIT,2022-05,98.5,7,14.0714
8471228,Alexander Radulov,R,DAL,2022-05,13.5,3,4.5
8471274,Alex Goligoski,D,MIN,2022-05,42.5,4,10.625
8471303,Alexander Edler,D,LAK,2022-05,118.5,7,16.9286
8471675,Sidney Crosby,C,PIT,2022-05,117.0,6,19.5
8471677,Jack Johnson,D,COL,2022-05,44.0,4,11.0
8471677,Jack Johnson,D,COL,2022-06,163.5,9,18.1667
8471685,Anze Kopitar,C,LAK,2022-05,172.5,7,24.6429
8471698,T.J. Oshie,R,WSH,2022-05,178.0,6,29.6667
8471699,Andrew Cogliano,C,COL,2022-05,60.5,8,7.5625
8471699,Andrew Cogliano,C,COL,2022-06,49.0,8,6.125
8471724,Kris Letang,D,PIT,2022-05,155.5,7,22.2143
8471729,Kris Russell,D,EDM,2022-05,53.0,4,13.25
8471729,Kris Russell,D,EDM,2022-06,35.5,2,17.75
8471734,Jonathan Quick,G,LAK,2022-05,-9.5,0,0.0
8471794,Darren Helm,C,COL,2022-05,271.5,11,24.6818
8471794,Darren Helm,C,COL,2022-06,257.0,9,28.5556
8471817,Ryan Reaves,R,NYR,2022-05,156.5,14,11.1786
8471817,Ryan Reaves,R,NYR,2022-06,69.5,4,17.375
8471887,Patric Hornqvist,R,FLA,2022-05,145.5,10,14.55
8473419,Brad Marchand,L,BOS,2022-05,99.5,7,14.2143
8473422,Nick Foligno,L,BOS,2022-05,85.5,7,12.2143
8473446,Erik Johnson,D,COL,2022-05,254.0,11,23.0909
8473446,Erik Johnson,D,COL,2022-06,182.5,9,20.2778
8473453,Trevor Lewis,C,CGY,2022-05,215.5,12,17.9583
8473473,Milan Lucic,L,CGY,2022-05,143.5,12,11.9583
8473512,Claude Giroux,R,FLA,2022-05,171.5,10,17.15
8473533,Jordan Staal,C,CAR,2022-05,404.5,14,28.8929
8473544,Derick Brassard,C,EDM,2022-05,12.0,1,12.0
8473563,Nicklas Backstrom,C,WSH,2022-05,72.5,6,12.0833
8473986,Alex Killorn,L,TBL,2022-05,142.5,11,12.9545
8473986,Alex Killorn,L,TBL,2022-06,199.5,12,16.625
8473994,Jamie Benn,L,DAL,2022-05,138.0,7,19.7143
8474013,Ian Cole,D,CAR,2022-05,197.0,14,14.0714
8474027,Justin Braun,D,NYR,2022-05,117.5,13,9.0385
8474027,Justin Braun,D,NYR,2022-06,84.5,6,14.0833
8474034,Patrick Maroon,L,TBL,2022-05,155.5,11,14.1364
8474034,Patrick Maroon,L,TBL,2022-06,184.0,12,15.3333
8474062,Riley Nash,C,TBL,2022-06,75.0,8,9.375
8474089,Brad Malone,C,EDM,2022-06,38.0,2,19.0
8474090,Brendan Smith,D,CAR,2022-05,192.5,14,13.75
