player_id,name,position,team,month,weighted_total,games_in_month,raw_grit_per_game
8465009,Zdeno Chara,D,BOS,2019-10,148.0,12,12.3333
8465009,Zdeno Chara,D,BOS,2019-11,163.5,14,11.6786
8465009,Zdeno Chara,D,BOS,2019-12,171.5,14,12.25
8465009,Zdeno Chara,D,BOS,2020-01,83.0,10,8.3
8465009,Zdeno Chara,D,BOS,2020-02,135.5,14,9.6786
8465009,Zdeno Chara,D,BOS,2020-03,66.0,4,16.5
8466138,Joe Thornton,C,SJS,2019-10,84.5,13,6.5
8466138,Joe Thornton,C,SJS,2019-11,101.5,15,6.7667
8466138,Joe Thornton,C,SJS,2019-12,113.0,13,8.6923
8466138,Joe Thornton,C,SJS,2020-01,72.0,11,6.5455
8466138,Joe Thornton,C,SJS,2020-02,121.5,13,9.3462
8466138,Joe Thornton,C,SJS,2020-03,80.5,5,16.1
8466139,Patrick Marleau,C,PIT,2019-10,83.0,9,9.2222
8466139,Patrick Marleau,C,PIT,2019-11,113.0,15,7.5333
8466139,Patrick Marleau,C,PIT,2019-12,60.5,13,4.6538
8466139,Patrick Marleau,C,PIT,2020-01,71.5,11,6.5
8466139,Patrick Marleau,C,PIT,2020-02,98.0,13,7.5385
8466139,Patrick Marleau,C,PIT,2020-03,42.0,5,8.4
8467950,Craig Anderson,G,OTT,2019-10,-2.0,0,0.0
8467950,Craig Anderson,G,OTT,2019-11,-10.0,0,0.0
8467950,Craig Anderson,G,OTT,2019-12,-17.5,0,0.0
8467950,Craig Anderson,G,OTT,2020-02,1.0,0,0.0
8467950,Craig Anderson,G,OTT,2020-03,-7.5,0,0.0
8468011,Ryan Miller,G,ANA,2019-10,-2.5,0,0.0
8468011,Ryan Miller,G,ANA,2019-11,-7.5,0,0.0
8468011,Ryan Miller,G,ANA,2019-12,-5.0,0,0.0
8468011,Ryan Miller,G,ANA,2020-02,-5.0,0,0.0
8468493,Ron Hainsey,D,OTT,2019-10,122.5,11,11.1364
8468493,Ron Hainsey,D,OTT,2019-11,98.0,16,6.125
8468493,Ron Hainsey,D,OTT,2019-12,73.5,9,8.1667
8468493,Ron Hainsey,D,OTT,2020-01,71.5,8,8.9375
8468493,Ron Hainsey,D,OTT,2020-02,98.5,15,6.5667
8468493,Ron Hainsey,D,OTT,2020-03,51.5,5,10.3
8468508,Justin Williams,R,CAR,2020-01,44.0,3,14.6667
8468508,Justin Williams,R,CAR,2020-02,77.0,13,5.9231
8468508,Justin Williams,R,CAR,2020-03,63.5,4,15.875
8468674,Deryk Engelland,D,VGK,2019-10,253.0,14,18.0714
8468674,Deryk Engelland,D,VGK,2019-11,169.5,9,18.8333
8468674,Deryk Engelland,D,VGK,2019-12,242.5,15,16.1667
8468674,Deryk Engelland,D,VGK,2020-01,152.0,10,15.2
8468674,Deryk Engelland,D,VGK,2020-02,19.5,1,19.5
8468685,Henrik Lundqvist,G,NYR,2019-10,3.5,0,0.0
8468685,Henrik Lundqvist,G,NYR,2019-11,-2.5,0,0.0
8468685,Henrik Lundqvist,G,NYR,2019-12,-20.0,0,0.0
8468685,Henrik Lundqvist,G,NYR,2020-01,-5.0,0,0.0
8468685,Henrik Lundqvist,G,NYR,2020-03,-2.5,0,0.0
8469454,Ilya Kovalchuk,L,WSH,2019-10,110.5,13,8.5
8469454,Ilya Kovalchuk,L,WSH,2019-11,29.5,4,7.375
8469454,Ilya Kovalchuk,L,WSH,2020-01,104.0,10,10.4
8469454,Ilya Kovalchuk,L,WSH,2020-02,91.5,14,6.5357
8469454,Ilya Kovalchuk,L,WSH,2020-03,53.0,5,10.6
8469455,Jason Spezza,C,TOR,2019-10,40.0,8,5.0
8469455,Jason Spezza,C,TOR,2019-11,100.0,9,11.1111
8469455,Jason Spezza,C,TOR,2019-12,52.5,12,4.375
8469455,Jason Spezza,C,TOR,2020-01,35.0,10,3.5
8469455,Jason Spezza,C,TOR,2020-02,114.0,15,7.6
8469455,Jason Spezza,C,TOR,2020-03,24.5,4,6.125
8469459,Mikko Koivu,C,MIN,2019-10,187.0,13,14.3846
8469459,Mikko Koivu,C,MIN,2019-11,145.5,13,11.1923
8469459,Mikko Koivu,C,MIN,2019-12,27.0,3,9.0
8469459,Mikko Koivu,C,MIN,2020-01,71.0,7,10.1429
8469459,Mikko Koivu,C,MIN,2020-02,171.5,14,12.25
8469459,Mikko Koivu,C,MIN,2020-03,93.5,5,18.7
8469465,Dan Hamhuis,D,NSH,2019-10,75.0,11,6.8182
8469465,Dan Hamhuis,D,NSH,2019-11,129.0,13,9.9231
8469465,Dan Hamhuis,D,NSH,2019-12,102.0,11,9.2727
8469465,Dan Hamhuis,D,NSH,2020-01,61.5,11,5.5909
8469465,Dan Hamhuis,D,NSH,2020-02,74.0,13,5.6923
8469608,Mike Smith,G,EDM,2019-10,-12.5,0,0.0
8469608,Mike Smith,G,EDM,2019-11,-12.0,0,0.0
8469608,Mike Smith,G,EDM,2019-12,-4.0,0,0.0
8469608,Mike Smith,G,EDM,2020-01,-11.5,0,0.0
8469608,Mike Smith,G,EDM,2020-02,-14.0,0,0.0
8469608,Mike Smith,G,EDM,2020-03,-5.0,0,0.0
8470047,Valtteri Filppula,C,DET,2019-10,70.5,13,5.4231
8470047,Valtteri Filppula,C,DET,2019-11,146.0,16,9.125
8470047,Valtteri Filppula,C,DET,2019-12,87.5,11,7.9545
8470047,Valtteri Filppula,C,DET,2020-01,75.0,11,6.8182
8470047,Valtteri Filppula,C,DET,2020-02,128.5,15,8.5667
8470047,Valtteri Filppula,C,DET,2020-03,19.5,4,4.875
8470110,Trevor Daley,D,DET,2019-10,43.5,9,4.8333
8470110,Trevor Daley,D,DET,2019-11,3.0,2,1.5
8470110,Trevor Daley,D,DET,2019-12,63.0,9,7.0
8470110,Trevor Daley,D,DET,2020-01,32.5,7,4.6429
8470110,Trevor Daley,D,DET,2020-02,72.5,12,6.0417
8470110,Trevor Daley,D,DET,2020-03,6.0,4,1.5
8470144,Frans Nielsen,C,DET,2019-10,105.5,10,10.55
8470144,Frans Nielsen,C,DET,2019-11,112.0,15,7.4667
8470144,Frans Nielsen,C,DET,2019-12,113.0,11,10.2727
8470144,Frans Nielsen,C,DET,2020-01,94.5,10,9.45
8470144,Frans Nielsen,C,DET,2020-02,111.0,10,11.1
8470144,Frans Nielsen,C,DET,2020-03,37.0,4,9.25
8470147,Curtis McElhinney,G,TBL,2019-10,5.5,0,0.0
8470147,Curtis McElhinney,G,TBL,2020-01,-2.5,0,0.0
8470147,Curtis McElhinney,G,TBL,2020-02,8.5,0,0.0
8470151,Jay Bouwmeester,D,STL,2019-10,111.0,13,8.5385
8470151,Jay Bouwmeester,D,STL,2019-11,118.0,15,7.8667
8470151,Jay Bouwmeester,D,STL,2019-12,102.0,13,7.8462
8470151,Jay Bouwmeester,D,STL,2020-01,91.0,11,8.2727
8470151,Jay Bouwmeester,D,STL,2020-02,25.5,4,6.375
8470187,Johnny Boychuk,D,NYI,2019-10,153.5,10,15.35
8470187,Johnny Boychuk,D,NYI,2019-11,187.5,13,14.4231
8470187,Johnny Boychuk,D,NYI,2019-12,202.0,14,14.4286
8470187,Johnny Boychuk,D,NYI,2020-01,210.0,11,19.0909
8470187,Johnny Boychuk,D,NYI,2020-02,188.0,15,12.5333
8470187,Johnny Boychuk,D,NYI,2020-03,21.0,1,21.0
8470257,Alexander Steen,L,STL,2019-10,123.5,13,9.5
8470257,Alexander Steen,L,STL,2019-11,12.0,4,3.0
8470257,Alexander Steen,L,STL,2019-12,47.5,8,5.9375
8470257,Alexander Steen,L,STL,2020-01,82.5,11,7.5
8470257,Alexander Steen,L,STL,2020-02,105.5,14,7.5357
8470257,Alexander Steen,L,STL,2020-03,27.5,5,5.5
8470281,Duncan Keith,D,CHI,2019-10,109.0,11,9.9091
8470281,Duncan Keith,D,CHI,2019-11,129.5,14,9.25
8470281,Duncan Keith,D,CHI,2019-12,62.5,7,8.9286
8470281,Duncan Keith,D,CHI,2020-01,126.0,10,12.6
8470281,Duncan Keith,D,CHI,2020-02,74.5,14,5.3214
8470281,Duncan Keith,D,CHI,2020-03,24.0,5,4.8
8470318,Jonathan Ericsson,D,DET,2019-11,24.5,7,3.5
8470318,Jonathan Ericsson,D,DET,2019-12,8.0,2,4.0
8470318,Jonathan Ericsson,D,DET,2020-01,16.0,1,16.0
